ID,specimen,struct,transline,reporterStatus,AIr,AItau,AIrheobase,pyramidalID,dendrite_type,cortical_layer,acquireRes,Resistence,resistance_hd,resistance_ss,Vrest,time_constant,time_constant2,subamp,submin,rebound_slope,rebound_depolarization,sag,steadystate,sag_ratio,Vrest_sag_sweep,nb_rebound_sp,rheobaseLP,rate_1sRheobase,rate_750msRheobase,rate_500msRheobase,rate_250msRheobase,rate_100msRheobase,rate_50msRheobase,delayRheobase,burstRheobase,latencyRheobase,cv_ISIRheobase,adaptation1Rheobase,adaptation2Rheobase,peak_adaptation1Rheobase,peak_adaptation2Rheobase,peakLP,thresholdLP,half_width_threshold_peak,half_width_peak_trough,height_threshold_peak,height_peak_trough,peak_up_stroke,peak_down_stroke,peak_stroke_ratio,trough,fastTrough,slowTrough,fAHPamp,wf,maxFiringRate,mdn_insta_freq,rate_1sHero,rate_750msHero,rate_500msHero,rate_250msHero,rate_100msHero,rate_50msHero,burst_hero,delay_hero,latency_hero,hero_amp,access_resistance,temperature,cellList
M01_JS_A4_C11,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.1,398.71,417.4426133,337.2012175,-74.5168429,24.74,228.72,-90,-113.6,0,2.78,7.9,-105.69,1.07,-71.41458587,0,50,6,8,12,16,20,20,0.74,39,43.8,0.35,0.06,1.66,0.98,0,25.56,-37.35,1.1,1.3,62.91,76.7,72.02,-52.95,-1.36,-51.14,3.7,3.7,NaN,0,41,NaN,24,24,26,32,40,40,20.85,0.489563959,20.6,70,0,0,
M01_JS_B1_C14,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.1,476.84,414.0720593,162.1639116,-62.0762884,41.73,70.55,-90,-110.2,-0.01,89.15,18.21,-91.99,1.2,-64.45996467,0,30,1,1.333333333,2,4,10,20,NaN,NaN,43.3,NaN,NaN,NaN,NaN,NaN,25.4,-44.52,1.3,1.4,69.92,83.87,77.87,-59.74,-1.3,-58.48,3.6,3.6,NaN,0,9,NaN,3,4,6,12,30,40,36.1,0.509695291,18.4,50,0,0,
M01_MW_D1_C02,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M01_MW_D2_C03,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M01_MW_D2_C05,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M01_MW_D4_C10,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M01_MW_D4_C11,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M01_MW_D5_C12,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,S,3,0.1,314.09,336.9163157,306.1641788,-78.39161462,51.16,280.4,-90,-106.54,0,3.87,2.76,-103.79,1.03,-75.75576241,0,130,1,1.333333333,2,4,10,20,NaN,NaN,42.4,NaN,NaN,NaN,NaN,NaN,17.47,-49.65,2.8,3,67.12,75.46,57.65,-25.27,-2.28,-58,5.1,17.6,NaN,0,1,NaN,1,1.333333333,2,4,10,20,NaN,NaN,23.6,190,0,0,
M01_MW_D5_C14,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M01_SM_A1_C03,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.1,314.94,386.6518897,264.863679,-67.46078952,18.87,95.36,-90,-105,0,3.92,10.8,-94.2,1.11,-66.7662808,0,110,1,1.333333333,2,4,10,20,NaN,NaN,9.6,NaN,NaN,NaN,NaN,NaN,8.36,-38.96,0.5,0.5,47.33,72.24,31.6,-66.69,-0.47,-63.87,1.2,1.2,24.91,0,167,NaN,138,137.3333333,138,136,130,120,8.15,0.385140562,2.8,170,0,0,
M01_SM_A6_C14,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M02_JS_D1_C11,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,0,0.05,257.87,275.9500113,229.9073772,-74.76718237,36.09,266.86,-90,-102.87,0,0.46,4.33,-98.55,1.04,-72.84003513,0,30,10,10.66666667,12,16,20,0,0.82,15.78,81.4,0.61,0.19,24.77,0.84,-0.01,34.79,-44.37,0.95,0.95,79.16,82.46,170.23,-71.85,-2.37,-47.67,2.5,2.5,NaN,0,28,28.12939522,16,17.33333333,20,24,40,20,10.975,0.704271275,43.2,50,0,0,
M02_JS_D1_C12,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M02_JS_D2_C09,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M02_JS_D2_C10,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M02_JS_D3_C07,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,0,0.05,331.57,378.7484953,355.0409142,-79.67542094,9.72,174.99,-90,-110.75,0,1.13,2.49,-108.26,1.02,-76.04684343,0,110,1,1.333333333,2,4,10,20,NaN,NaN,14.05,NaN,NaN,NaN,NaN,NaN,26.67,-43.09,0.8,0.9,69.76,85.11,150.05,-85.69,-1.75,-58.44,2.3,2.3,NaN,0,13,NaN,5,6.666666667,10,20,40,60,19.9,0.158,3.95,170,0,0,
M02_JS_D4_C06,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,242.46,226.7213362,208.831016,-72.64371299,27.97,208.48,-90,-99.12,0,0.21,4.21,-94.91,1.04,-73.35580083,0,30,8,9.333333333,10,12,20,0,0.65,37.4,73.7,0.49,0.19,13.88,0.86,-0.01,31.34,-44.74,1.05,1.05,76.08,79.59,158.51,-69.93,-2.27,-48.25,2.45,2.45,NaN,0,34,27.49140893,15,16,18,24,30,40,14.475,0.547473567,36.8,50,0,0,
M02_JS_D6_C01,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,0,0.05,343.32,328.2831275,325.1451575,-70.74194411,14.35,234.15,-90,-117.71,0,74.19,6.56,-111.15,1.06,-71.97828047,0,190,1,1.333333333,2,4,10,20,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,9.19,-41.5,1.4,1.45,50.69,52.34,81.66,-38.77,-2.11,-43.15,3.1,3.1,NaN,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,
M02_JS_D6_C02,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,391.85,397.5329637,295.3172327,-63.13722304,23.07,146.22,-90,-99.4,0,8.03,9.21,-90.19,1.1,-61.63114295,0,90,66,68,68,68,70,60,0.63,14.53,9.4,0.06,0,1.07,0.98,0,24.9,-40.31,0.4,0.55,65.22,94.18,139.34,-161.97,-0.86,-69.27,1.15,1.15,28.96,0,155,130.7189542,100,101.3333333,102,104,100,100,9.625,0.355790646,3.55,130,0,0,
M02_MW_D3_C06,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,S,0,0.05,307.31,293.5359148,255.5721994,-66.74626469,24.39,160.64,-90,-96.31,0,1.71,4.66,-91.65,1.05,-67.17168704,0,30,4,4,6,8,10,0,0.4,184.63,89.5,0.33,0.16,1.94,0.96,-0.01,41.93,-40.25,1,1.1,82.18,97.87,154.61,-80.1,-1.93,-55.94,2.7,26,NaN,0,51,40.32258065,11,12,12,12,10,20,69.475,0.419786827,38.4,50,0,0,
M02_MW_D4_C09,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,0,0.05,290.07,299.8528949,216.5069458,-63.87845396,14.98,144.72,-90,-89.72,0,60.85,7.44,-82.28,1.09,-61.95944265,0,50,2,2.666666667,4,8,10,20,0.65,NaN,40.65,0,NaN,NaN,0.94,NaN,10.25,-37.72,0.45,0.65,47.97,77.36,96.99,-142.39,-0.68,-67.11,0.9,0.9,29.39,0,166,137.9310345,27,28,30,32,40,40,24.025,0.606671263,22,70,0,0,
M02_MW_D5_C11,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,0,0.05,315.25,331.6062663,158.1095584,-66.73807417,13.14,109.61,-90,-95.09,-0.01,61.43,14.89,-80.2,1.19,-64.43016426,2,50,28,29.33333333,32,32,40,40,0.56,24.23,19.85,0.18,0.02,2.42,1.01,0,1.31,-41.96,0.5,0.65,43.27,63.81,88.64,-108.95,-0.81,-62.5,1.1,1.1,20.54,0,209,173.9130435,55,57.33333333,60,64,70,60,12.25,0.666255398,12,70,0,0,
M02_MW_D6_C12,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,214.84,214.3862505,144.1035036,-64.86522127,23.8,127.42,-90,-86.18,0,3.57,7.08,-79.1,1.09,-64.60036514,0,30,3,2.666666667,4,4,0,0,0.46,352.6,160.6,0.19,NaN,NaN,1.01,NaN,46.88,-36.19,1,1.15,83.07,100.86,155.88,-78.83,-1.98,-53.99,2.95,2.95,NaN,0,38,32.10272873,9,9.333333333,10,12,10,0,81.9,0.61038961,65.8,50,0,0,
M02_MW_D6_C13,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,480.65,419.4502671,320.2487573,-66.57492274,44.48,193.06,-90,-106.99,0,1.5,10.96,-96.03,1.11,-66.37600548,0,30,3,2.666666667,4,4,0,0,0.43,339.88,146.2,0.35,NaN,NaN,1.01,NaN,23.62,-33.97,1.4,1.8,57.59,79.86,82.93,-50.65,-1.64,-56.24,4.85,22.25,NaN,0,16,NaN,7,8,8,8,10,0,111.05,0.466335605,67.3,50,0,0,
M02_SM_A2_C04,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,0,0.05,236.34,242.2555498,235.1010086,-72.57102891,19.68,NaN,-90,-95.83,0,0.18,1.29,-94.53,1.01,-73.37074074,0,130,2,2.666666667,4,8,20,20,0.73,NaN,33.95,0,NaN,NaN,0.9,NaN,34.55,-35.8,0.8,0.9,70.34,82.12,143.13,-86.41,-1.66,-47.58,2.4,2.4,NaN,0,39,35.24229075,12,16,24,32,40,40,22.125,0.397546419,16.35,190,0,0,
M02_SM_A4_C07,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,218.2,245.2853372,149.527431,-66.5319394,12.17,108.79,-90,-87.46,0,4.7,8.24,-79.22,1.1,-64.34182775,0,110,1,1.333333333,2,4,10,20,NaN,NaN,14.35,NaN,NaN,NaN,NaN,NaN,14.01,-40.5,0.45,0.55,54.5,76.05,119.41,-129.03,-0.93,-62.04,1.15,1.15,21.54,0,152,NaN,95,98.66666667,100,100,100,100,7.925,0.48294968,5.1,170,0,0,
M02_SM_A4_C08,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,437.93,466.4368415,415.3331721,-70.22412536,25.06,357.05,-90,-116.42,0,0.4,6.59,-109.84,1.06,-68.47403792,0,30,6,5.333333333,6,12,20,20,0.16,93.58,31.15,0.95,0.05,1.66,0.97,0,29.85,-43,0.9,0.95,72.85,86.98,160.5,-92.75,-1.73,-57.13,2.15,16.55,NaN,0,51,45.87155963,22,22.66666667,26,28,40,40,26.125,0.19445456,8.9,70,0,0,
M02_SM_A5_C10,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,272.67,303.2361016,186.9996793,-72.04624904,16,123.06,-90,-98.42,0,5.4,10.58,-87.84,1.12,-68.36728894,0,150,1,1.333333333,2,4,10,20,NaN,NaN,9.3,NaN,NaN,NaN,NaN,NaN,15.23,-40.44,0.35,0.45,55.66,77.3,106.04,-138.88,-0.76,-62.07,0.9,0.9,21.63,0,3,NaN,2,2.666666667,4,8,20,40,NaN,0.523076923,3.4,230,0,0,
M02_SM_A6_C16,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,0,0.05,271.45,305.6152888,160.5612695,-65.39865879,15.51,56.83,-90,-91.06,0,5.04,13.12,-77.94,1.17,-61.34085215,0,110,1,1.333333333,2,4,10,20,NaN,NaN,8.45,NaN,NaN,NaN,NaN,NaN,27.47,-43.61,0.35,0.45,71.08,90.7,145.79,-167.55,-0.87,-63.23,0.9,0.9,19.62,0,195,NaN,143,144,144,144,140,140,6.3,0.520826006,3.65,170,0,0,
M03_JS_A1_C01,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,3,0.05,270.65,280.4276549,145.7132841,-69.7042751,43.95,186.76,-90,-98.21,0,2.04,11.56,-86.65,1.13,-67.803126,0,50,2,2.666666667,4,8,20,0,1.19,NaN,53.45,0,NaN,NaN,0.91,NaN,14.52,-46.37,0.55,0.65,60.89,74.06,133.63,-115.42,-1.16,-59.54,1.55,1.55,13.17,0,67,60.42296073,59,61.33333333,64,68,80,80,10.15,0.763937104,12.9,150,0,0,
M03_JS_A1_C02,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M03_JS_A1_C04,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,2,0.05,283.11,355.8489629,288.0078053,-66.23491298,30.3,249.29,-90,-98.63,0,1.07,6.44,-92.2,1.07,-63.35680233,0,30,5,5.333333333,8,0,0,0,1.94,54.68,293.85,1.3,0.23,7.4,1.02,0.02,11.16,-39.4,0.6,0.75,50.56,70.58,109.74,-99.13,-1.11,-59.42,1.75,1.75,20.02,0,98,84.03361345,37,37.33333333,38,36,30,20,30.6,1.386354123,36.8,50,0,0,
M03_JS_A1_C06,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,526.49,534.2396483,512.03872,-61.67970438,18.1,151.57,-90,-111.25,0,3.41,3.48,-107.77,1.03,-60.50034658,0,30,3,4,6,12,20,40,0.41,43.6,17.8,0.42,NaN,NaN,0.94,NaN,33.29,-42.72,0.55,0.65,76.01,96.14,163.61,-138.76,-1.18,-62.85,1.7,1.7,20.13,0,117,100.2506266,36,40,42,48,60,60,14.4,0.339632278,9.5,50,0,0,
M03_JS_A1_C10,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,277.1,334.064776,262.2874307,-64.54718412,14.28,NaN,-110,-94.31,0,8.84,12.43,-81.88,1.15,-63.6325194,0,150,59,78.66666667,110,116,120,120,0.65,9.28,5.95,0.11,0,1.26,0.72,0,16.66,-40.97,0.35,0.4,57.62,75.43,109.56,-140.51,-0.78,-58.77,0.85,0.85,17.8,0,115,113.6363636,115,120,126,132,140,140,7.025,0.629132702,5.45,170,0,0,
M03_JS_A1_C15,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
M03_JS_A1_C18,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,S,3,0.05,408.13,383.2255462,346.5857662,-71.3827212,46.11,77.68,-90,-113.64,0,1.46,3.46,-110.19,1.03,-72.0795472,0,30,14,14.66666667,14,16,10,0,0.73,59.23,51.55,0.1,0.01,1.29,0.95,0,28.03,-44.62,0.85,0.9,72.66,83.15,148.56,-83.82,-1.77,-55.11,2.6,10.7,NaN,0,40,34.12969283,22,22.66666667,24,24,30,20,30.55,0.544624903,25.15,50,0,0,
M03_JS_A1_C20,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,NA,0,0.05,408.9,449.2080416,355.8397883,-68.34036959,31.29,206.14,-90,-109.99,0,4.8,7.73,-102.26,1.08,-65.87787291,0,30,7,9.333333333,14,16,20,20,0.72,57.43,47.35,0.15,0.05,1.6,0.82,-0.02,25.32,-45.29,0.7,0.8,70.62,81.21,140.62,-93.64,-1.5,-55.89,2.7,11.85,NaN,0,46,33.89830508,23,24,26,28,30,40,29.325,0.474970896,20.4,50,0,0,
M03_MW_A1_C02,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,A,4,0.05,476.07,481.1139172,306.1462619,-54.05834633,34.21,151.2,-90,-103.18,0,64.88,14.31,-88.87,1.16,-53.85245592,1,30,34,34.66666667,34,36,40,40,0.41,26.83,11.8,0.07,0,1.1,0.9,0,17,-39.7,0.7,0.8,56.7,75.01,119.78,-92.34,-1.3,-58.01,2.25,2.25,NaN,0,102,96.61835749,60,60,60,60,60,60,15.35,0.359536868,6,50,0,0,
M03_MW_A1_C03,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,S,3,0.05,238.34,241.9339114,177.5584522,-65.79870008,26.56,279.18,-90,-87.49,0,0.76,6.34,-81.15,1.08,-64.38097484,0,50,5,5.333333333,6,8,10,0,0.45,88.3,88.75,0.68,0.31,8.13,0.98,0,45.78,-39.31,1.5,1.55,85.08,90.42,163.07,-49.12,-3.32,-44.65,4.1,4.1,NaN,0,19,15.16875237,9,9.333333333,10,12,20,0,45.075,0.523114626,58.7,70,0,0,
M03_MW_A1_C04,NHP,PFC,N/A,N/A,NaN,NaN,NaN,NaN,S,4,0.05,367.74,387.5194537,301.2598388,-73.43507657,21.05,208.11,-90,-107.7,0,2.59,9.04,-98.66,1.09,-71.82760888,0,50,1,1.333333333,2,4,10,0,NaN,NaN,89.45,NaN,NaN,NaN,NaN,NaN,27.07,-39.7,1.25,1.45,66.77,82.61,122.7,-54.39,-2.26,-55.54,3.7,3.7,NaN,0,23,NaN,3,4,6,8,20,20,186.55,0.192709729,35.95,70,0,0,
